"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
1266230,"occ",,,168238,"Neophocaena phocaenoides","species",64883,"","Neophocaena phocaenoides","species",64547,"Holocene","",0.0117,0,55093
1266876,"occ",,,168368,"Berardius arnuxii","species",63590,"","Berardius arnuxii","species",63590,"Holocene","",0.0117,0,55103
1266886,"occ",,,168381,"Indopacetus pacificus","species",63852,"","Indopacetus pacificus","species",63849,"Holocene","",0.0117,0,55081
1268046,"occ",,,168574,"Mesoplodon sp.","genus",36763,"","Mesoplodon","genus",36763,"Holocene","",0.0117,0,55079
1310849,"occ",,,175950,"Delphinapterus leucas","species",65078,"","Delphinapterus leucas","species",64545,"Holocene","",0.0117,0,57688
1314666,"occ",,,176411,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Holocene","",0.0117,0,58039
1343697,"occ",,,181813,"Balaenopteridae indet.","family",42977,"","Balaenopteridae","family",42977,"Tortonian","",11.62,7.246,60474
1353624,"occ",,,60256,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Serravallian","",13.82,11.62,60839
1356050,"occ",,,184130,"Cetotheriidae indet.","family",42973,"","Cetotheriidae","family",66751,"Neogene","",23.03,2.588,61526
1361580,"occ",,,185161,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Chattian","",28.1,23.03,62125
1361776,"occ",,,57700,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Langhian","",15.97,13.82,62139
1361779,"occ",,,57700,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Langhian","",15.97,13.82,62139
1372049,"occ",,,79793,"Parietobalaena palmeri","species",62938,"","Parietobalaena palmeri","species",62938,"Langhian","",15.97,13.82,62831
1372055,"occ",,,79793,"Delphinodon sp.","genus",36701,"","Delphinodon","genus",36701,"Langhian","",15.97,13.82,62831
1374561,"occ",,,187600,"Cetotherium capellinii","species",68443,"","Cetotherium capellinii","species",68443,"Zanclean","",5.333,3.6,62988
1374563,"occ",,,187602,"Burtinopsis similis","species",64449,"nomen dubium","Mysticeti","suborder",42971,"Zanclean","",5.333,3.6,62988
1383264,"occ",,,189574,"Physeter sp.","genus",36807,"","Physeter","genus",36807,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
1383269,"occ",,,189574,"Balaena sp.","genus",36676,"","Balaena","genus",36676,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
1383271,"occ",,,189574,"Balaenoptera borealina","species",64865,"nomen dubium","Balaenopteridae","family",42977,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
1383316,"occ",,,189573,"Protororqualus cuvieri","species",114372,"","Protororqualus cuvieri","species",68447,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
1383320,"occ",,,189573,"Pithanodelphis cornutus","species",64665,"","Pithanodelphis cornutus","species",64659,"Middle Miocene","Early Pleistocene",15.97,0.781,63715
1386031,"occ",,,47428,"Balaenula sp.","genus",36680,"","Balaenula","genus",36680,"Piacenzian","",3.6,2.588,64034
1386040,"occ",,,153712,"Balaenopteridae indet.","family",42977,"","Balaenopteridae","family",42977,"Piacenzian","",3.6,2.588,64034
1390632,"occ",,,187602,"Archaebalaenoptera castriarquati","species",106910,"","Archaebalaenoptera castriarquati","species",106910,"Zanclean","",5.333,3.6,64523
